name,description,url
SHL Verify Interactive – Deductive Reasoning,SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/
SHL Verify Interactive – Numerical Reasoning,SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/
SHL Verify Interactive G+,SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/
SHL Verify Interactive Numerical Calculation,SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
Siebel Development (New),Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/
Smart Interview Live,Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/
Smart Interview Live Coding,Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/
Smart Interview On Demand,Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/
Social Media (New),Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/
Software Business Analysis,Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/
SonarQube (New),SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/
Spelling (U.S.) (New),Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/
Split Screen Typing Test - Form 1,Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/
Spring (New),Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/
SQL (New),SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/
SQL Server (New),SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/
SQL Server Analysis Services (SSAS) (New),SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
SQL Server Integration Services (SSIS) (New),SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/
SQL Server Reporting Services (SSRS) (New),SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/
Statistical Analysis System (New),Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/
Struts (New),Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/
Tableau (New),Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/
Teradata Development (New),Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/
Time Management (U.S.),Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/
Training Development,Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/
Typing (New),Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/
UiPath RPA Development (New),UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/
Universal Competency Framework Interview Guide,Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/
Universal Competency Framework Job profiling guide,Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/
Universal Competency Framework Profiler Cards (44),Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/
UNIX (New),UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/
VB.NET (New),VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/
Verify - Deductive Reasoning,Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/
Verify - Following Instructions,Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/
Verify - G+,Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/
Verify - General Ability Screen,Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/
Verify - Inductive Reasoning (2014),Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/
Verify - Numerical Ability,Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/
Verify - Technical Checking - Next Generation,Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/
Verify - Verbal Ability - Next Generation,Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/
Verify - Working with Information,Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/
Verify G+ - Ability Test Report,Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/
Verify G+ - Candidate Report,Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/
Verify Interactive Ability Report,Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/
Verify Interactive G+ Candidate Report,Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/
Verify Interactive G+ Report,Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/
Verify Interactive Process Monitoring,Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/
Virtual Assessment and Development Centers,Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/
Visual Basic for Applications (New),Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/
Visual Comparison - UK,Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/
Visual Comparison - US,Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/
VLSI and Embedded Systems (New),VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/
What Is The Value - US,What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/
Workplace Administration Skills (New),Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/
Workplace Health and Safety (New),Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/
WriteX - Email Writing (Customer Service) (New),WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/
WriteX - Email Writing (Managerial) (New),WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/
WriteX - Email Writing (Sales) (New),WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/
Written English v1,Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/
Written Spanish,Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/
Zabbix (New),Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/
360 Digital Report,360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/
360° Multi-Rater Feedback System (MFS),360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/
